Date,Ticker,Open,High,Low,Close,Volume,total_tweet,positif_tweet,negatif_tweet,netral_tweet,avg_compound
2019-01-24,TINS.JK,999.1941528320312,1030.986694058505,858.3986131147905,858.3986131147905,152391400.0,1,0,0,1,0.0
2019-07-31,TINS.JK,958.7818603515624,981.9408424856582,954.1500639247432,977.309046058839,8852500.0,1,1,0,0,0.4939
2019-08-07,TINS.JK,926.3592529296876,940.2546417236327,893.9366790771484,907.8320678710936,42324400.0,1,1,0,0,0.5
2019-08-14,TINS.JK,991.2044677734376,995.836264351818,926.35931567611,926.35931567611,114988800.0,1,0,0,1,0.0
2019-08-23,TINS.JK,903.2003173828124,921.7275033804086,898.5685208834135,921.7275033804086,17789000.0,1,1,0,0,0.25
2019-08-28,TINS.JK,921.7274780273438,940.2546635153304,898.5684961673602,898.5684961673602,41821300.0,1,0,0,1,0.0
2019-09-02,TINS.JK,1028.2589111328125,1032.8907080298072,926.3593793989302,930.9911762959248,178709500.0,1,1,0,0,0.4588
2019-09-05,TINS.JK,1139.4219970703125,1190.3717611669524,968.0455178361598,1018.9952819327998,370749400.0,2,2,0,0,0.6739999999999999
2019-09-12,TINS.JK,1134.7901611328125,1162.5809405891264,1106.9993816764988,1106.9993816764988,138672200.0,4,2,0,2,0.213775
2019-11-04,TINS.JK,768.8782348632812,768.8782348632812,745.7192518854715,759.6146416721573,24033700.0,1,0,0,1,0.0
2020-11-20,TINS.JK,1023.626953125,1060.6813224688915,1018.9951569570136,1046.7859339649322,75947900.0,1,1,0,0,0.4201
2020-11-23,TINS.JK,1056.049560546875,1056.049560546875,1028.258782637747,1032.8905789559349,79268100.0,2,2,0,0,0.4498499999999999
2020-11-30,TINS.JK,991.2044677734376,1060.6814164491457,977.309078038296,1051.4178232923846,107404100.0,1,1,0,0,0.4019
2020-12-02,TINS.JK,1051.4178466796875,1079.2086267681375,995.8362865027876,1023.6270665912376,189623400.0,1,0,1,0,-0.34
2020-12-08,TINS.JK,1181.108154296875,1208.898934397978,1157.949170879289,1185.7399509803922,99138200.0,1,1,0,0,0.4703
2020-12-16,TINS.JK,1421.9615478515625,1519.2292758804967,1296.9030403857898,1296.9030403857898,332970600.0,6,3,2,1,0.1660833333333333
2020-12-23,TINS.JK,1375.6435546875,1394.170740609217,1283.007625078914,1384.9071476483584,79509000.0,1,0,0,1,0.0
2020-12-28,TINS.JK,1459.015869140625,1472.9112583705355,1347.8527553013394,1389.538922991071,104259400.0,4,2,1,1,0.262275
2021-01-04,TINS.JK,1496.0701904296875,1500.7019866848875,1375.6434877944805,1389.5388765600817,108911900.0,1,0,0,1,0.0
2021-01-05,TINS.JK,1514.597412109375,1611.8651358228212,1482.1748375382265,1496.0702266401472,259794600.0,3,2,1,0,0.2187666666666666
2021-01-06,TINS.JK,1486.8067626953125,1551.6519174546097,1421.9616079360155,1537.756527149046,145655600.0,1,1,0,0,0.8807
2021-01-07,TINS.JK,1681.3421630859375,1820.296060861635,1496.0702993850075,1509.9656891625775,464127300.0,5,3,0,2,0.21678
2021-01-08,TINS.JK,1681.3421630859375,1787.8734847139722,1681.3421630859375,1704.501146048554,184305100.0,1,1,0,0,0.2023
2021-01-11,TINS.JK,1621.1287841796875,1713.764714704241,1616.4969876534597,1639.6559702845982,102951700.0,1,1,0,0,0.1027
2021-01-13,TINS.JK,1783.24169921875,1815.664275568182,1672.0785803064125,1704.5011566558442,354456200.0,3,2,0,1,0.1661
2021-01-14,TINS.JK,2093.57177734375,2223.262064435841,1783.2414475162473,1801.768631386546,751709800.0,10,5,0,5,0.39073
2021-01-15,TINS.JK,2167.6806640625,2352.952515691773,2084.308330829327,2121.3627011551816,440772800.0,2,1,0,1,0.2997
2021-01-18,TINS.JK,2019.46337890625,2176.944468087013,2019.46337890625,2158.41728112457,179565600.0,2,2,0,0,0.5563
2021-01-19,TINS.JK,1880.5093994140625,1973.1453304196807,1880.5093994140625,1954.6181442185573,37965100.0,3,0,1,2,-0.0674333333333333
2021-01-20,TINS.JK,2121.36279296875,2130.6263859511464,1750.8190736728984,1750.8190736728984,432401000.0,4,4,0,0,0.410575
2021-01-21,TINS.JK,2186.2080078125,2288.107533600371,2121.3628550384005,2186.2080078125,356565500.0,3,2,0,1,0.3779999999999999
2021-01-22,TINS.JK,2037.9903564453125,2213.998614501953,2037.9903564453125,2195.47142944336,187237800.0,3,0,3,0,-0.313
2021-01-25,TINS.JK,2065.78125,2112.099215246637,1899.036575112108,2010.199691704036,291885300.0,3,2,1,0,0.065
2021-01-26,TINS.JK,1926.827392578125,2139.8900369497446,1926.827392578125,2093.572070782001,231407000.0,3,1,1,1,0.0940333333333333
2021-01-27,TINS.JK,1806.400634765625,1963.8817157451924,1797.137041766827,1945.354529747596,266361600.0,3,1,0,2,0.1339666666666666
2021-01-28,TINS.JK,1681.3421630859375,1797.1370778990188,1681.3421630859375,1760.0827051588328,153533100.0,2,1,1,0,-0.01055
2021-01-29,TINS.JK,1565.547119140625,1713.764597875832,1565.547119140625,1667.44663577108,104648800.0,3,2,0,1,0.2182
2021-02-01,TINS.JK,1899.0364990234373,1936.0908697360896,1459.0158468106897,1519.22919921875,416590600.0,3,0,1,2,-0.0479999999999999
2021-02-05,TINS.JK,1838.8232421875,1871.2458182462217,1760.082700330605,1820.2960558682305,213918000.0,5,4,0,1,0.41796
2021-02-08,TINS.JK,1991.6724853515625,1991.6724853515625,1861.9821839798328,1899.036555800327,264525100.0,6,3,2,1,-0.0660833333333333
2021-02-09,TINS.JK,1917.563720703125,2019.4632420931464,1852.718570727657,2000.9360563858693,167346400.0,2,1,0,1,0.10115
2021-02-10,TINS.JK,1945.3544921875,1991.6724562872023,1880.5093424479169,1936.09089936756,160564600.0,1,1,0,0,0.5423
2021-02-15,TINS.JK,1945.3544921875,1991.6724562872023,1917.5637137276783,1973.1452706473208,104759000.0,1,0,0,1,0.0
2021-02-16,TINS.JK,2158.417236328125,2186.2080161950107,1982.408963837849,1991.6725571268107,516329000.0,5,3,1,1,0.28406
2021-02-18,TINS.JK,2213.99853515625,2213.99853515625,2010.1995068155072,2047.253875604733,366058100.0,1,0,0,1,0.0
2021-02-22,TINS.JK,2195.471435546875,2315.8981387625263,2186.2078429918247,2251.0529908771755,282308900.0,2,1,1,0,-0.01875
2021-02-23,TINS.JK,2186.2080078125,2251.0531605865995,2176.9444145590573,2195.4716010659427,104782500.0,1,1,0,0,0.6705
2021-02-24,TINS.JK,2112.09912109375,2204.735047457511,2056.5175652754933,2176.944269548382,142788800.0,1,0,0,1,0.0
2021-02-25,TINS.JK,2139.89013671875,2204.735292376894,2121.362949387852,2158.4173240496484,123596900.0,1,1,0,0,0.6369
2021-02-26,TINS.JK,2056.517822265625,2102.8357912355714,2000.9362595016887,2037.9906346776463,189110200.0,1,1,0,0,0.2732
2021-03-01,TINS.JK,2010.1995849609373,2075.0447328629034,2000.9359924035136,2056.517547748056,69817100.0,1,0,1,0,-0.128
2021-03-02,TINS.JK,1899.0364990234373,2000.936018483232,1899.0364990234373,2000.936018483232,182572200.0,3,2,0,1,0.2889
2021-03-03,TINS.JK,1880.5093994140625,1963.88173731912,1861.9822132129389,1945.354551117996,94932100.0,1,1,0,0,0.765
2021-03-08,TINS.JK,1658.18310546875,1820.295978908432,1648.919512700768,1797.1369969884774,121704100.0,2,1,0,1,0.08895
2021-03-12,TINS.JK,1889.77294921875,1889.77294921875,1681.342109231388,1695.2374985638787,222163300.0,2,2,0,0,0.44355
2021-03-16,TINS.JK,1639.656005859375,1787.8734979144597,1639.656005859375,1787.8734979144597,209995500.0,2,0,1,1,-0.28595
2021-03-17,TINS.JK,1690.605712890625,1727.6600846800086,1607.233376364512,1639.6559516802226,196080700.0,1,1,0,0,0.3818
2021-03-18,TINS.JK,1713.7647705078125,1773.9781273094384,1709.1329738307645,1713.7647705078125,135057400.0,2,1,0,1,0.0386
2021-03-19,TINS.JK,1667.4466552734375,1718.3964141845702,1658.1830627441404,1713.764617919922,58146200.0,1,0,0,1,0.0
2021-03-22,TINS.JK,1644.2877197265625,1704.50107284331,1644.2877197265625,1672.078498088138,64070200.0,2,2,0,0,0.24935
2021-03-24,TINS.JK,1500.7020263671875,1621.1287321867767,1491.4384336118346,1597.969750298394,102905300.0,2,1,0,1,0.0386
2021-03-26,TINS.JK,1621.1287841796875,1644.2877668108258,1528.4928536551338,1565.5472258649552,195782600.0,1,0,0,1,0.0
2021-03-31,TINS.JK,1496.0701904296875,1528.4927642160894,1431.225042856884,1514.5973754504887,102857200.0,1,1,0,0,0.3612
2021-04-06,TINS.JK,1491.4384765625,1496.0702730735636,1412.6979358744177,1426.5933254076087,96191800.0,1,0,1,0,-0.2975
2021-04-07,TINS.JK,1472.9112548828125,1505.3338296758304,1449.7522728877998,1505.3338296758304,58218900.0,1,0,1,0,-0.3182
2021-04-09,TINS.JK,1459.015869140625,1514.597426060268,1459.015869140625,1500.7020368303572,50022500.0,1,1,0,0,0.7184
2021-04-15,TINS.JK,1426.5933837890625,1459.0159606933594,1417.329790387835,1435.8569771902903,34929100.0,1,1,0,0,0.7506
2021-04-16,TINS.JK,1449.7523193359375,1472.9113020729333,1431.2251331463408,1445.1205227885382,46568000.0,1,1,0,0,0.1027
2021-04-21,TINS.JK,1463.647705078125,1486.8066877534118,1435.8569258677808,1454.3841120080103,35173900.0,3,2,1,0,0.1236666666666666
2021-04-22,TINS.JK,1486.8067626953125,1519.229340074961,1463.6477788527066,1472.911372389749,69213500.0,2,1,0,1,0.17
2021-04-23,TINS.JK,1463.647705078125,1496.0702808235264,1459.0159085430676,1496.0702808235264,18181900.0,1,0,0,1,0.0
2021-04-29,TINS.JK,1621.1287841796875,1639.6559702845982,1509.965667550223,1528.4928536551338,189205800.0,1,0,0,1,0.0
2021-05-04,TINS.JK,1704.5010986328125,1741.5554703422215,1597.9697799682615,1597.9697799682615,152443400.0,4,3,1,0,0.2434
2021-05-07,TINS.JK,1672.07861328125,1760.0827508223683,1653.5514264304882,1736.923767258916,143563700.0,1,0,0,1,0.0
2021-05-17,TINS.JK,1570.1790771484375,1704.501181093289,1570.1790771484375,1685.973994342275,84726800.0,2,0,1,1,-0.1366
2021-05-31,TINS.JK,1482.1748046875,1496.0701934814454,1468.2794158935546,1468.2794158935546,36574500.0,1,1,0,0,0.3818
2021-06-11,TINS.JK,1477.5430908203125,1514.597463003894,1472.9112942973647,1472.9112942973647,42027400.0,1,1,0,0,0.3182
2021-06-23,TINS.JK,1352.4844970703125,1408.066051744435,1343.2209046246255,1389.5388668530609,25506100.0,1,1,0,0,0.4404
2021-06-24,TINS.JK,1343.220947265625,1375.6435218547954,1329.3255581559806,1347.8527436355066,12705300.0,1,0,1,0,-0.5819
2021-06-30,TINS.JK,1380.2752685546875,1380.2752685546875,1310.7983255066326,1310.7983255066326,41648100.0,1,1,0,0,0.4019
2021-07-06,TINS.JK,1463.647705078125,1477.543094683297,1343.2209951666337,1347.852791701691,102886300.0,3,3,0,0,0.2292
2021-07-09,TINS.JK,1509.9656982421875,1519.2292914829372,1459.0159354180646,1491.4385117606882,59881600.0,1,0,0,1,0.0
2021-07-12,TINS.JK,1459.015869140625,1547.0200009300595,1459.015869140625,1514.597426060268,41665100.0,1,1,0,0,0.0516
2021-07-15,TINS.JK,1505.3338623046875,1528.4928448016826,1486.8066763070913,1491.4384728064904,41297900.0,3,0,1,2,-0.0668333333333333
2021-07-16,TINS.JK,1570.1790771484375,1602.601653962712,1523.8611102709024,1528.4929069586558,95678400.0,4,0,2,2,-0.17785
2021-07-19,TINS.JK,1570.1790771484375,1607.2334506504656,1560.9154837729304,1593.3380605872048,38884600.0,1,1,0,0,0.886
2021-07-23,TINS.JK,1602.6015625,1625.760544617052,1547.0200054190752,1556.283598265896,96596700.0,4,2,0,2,0.2098
2021-07-26,TINS.JK,1537.7564697265625,1639.655994828925,1537.7564697265625,1621.128808446677,65110600.0,2,0,1,1,-0.064
2021-07-27,TINS.JK,1519.229248046875,1616.4969742937783,1505.3338585830315,1574.8108059022484,68665000.0,2,1,1,0,0.0850999999999999
2021-07-28,TINS.JK,1468.279541015625,1537.7564909059545,1468.279541015625,1533.124694246599,48139400.0,1,0,0,1,0.049
2021-07-30,TINS.JK,1542.38818359375,1542.38818359375,1491.438423775338,1514.5974055109798,38339400.0,1,1,0,0,0.34
2021-08-03,TINS.JK,1533.1246337890625,1565.5472091259917,1509.9656514055418,1565.5472091259917,22837900.0,4,0,2,2,-0.038575
2021-08-18,TINS.JK,1375.6435546875,1403.4343335700758,1357.116368765783,1380.275351167929,12336500.0,2,0,2,0,-0.41895
2021-09-09,TINS.JK,1389.5389404296875,1398.8025333658854,1343.2209757486978,1352.4845686848955,26585000.0,1,0,1,0,-0.296
2021-09-23,TINS.JK,1384.9072265625,1417.3298037729933,1384.9072265625,1408.066210284281,23635100.0,1,0,0,1,0.0
2021-10-06,TINS.JK,1468.279541015625,1537.7564909059545,1463.6477443562696,1509.9657109498226,79510000.0,1,1,0,0,0.0516
2021-10-11,TINS.JK,1560.9154052734375,1579.4425910927068,1491.4384584511777,1500.7020513608122,174296600.0,1,0,0,1,0.0
2021-10-12,TINS.JK,1528.492919921875,1547.020106830019,1509.965733013731,1547.020106830019,80901100.0,2,2,0,0,0.64215
2021-10-14,TINS.JK,1579.442626953125,1593.3380166330646,1528.4928647933468,1537.7564579133066,91395300.0,2,2,0,0,0.7212000000000001
2021-10-15,TINS.JK,1593.3380126953125,1616.496995437977,1570.179029952648,1597.9698092438452,105274800.0,1,0,0,1,0.0
2021-10-28,TINS.JK,1445.1204833984375,1454.384076240735,1412.6979084503955,1431.225094134991,60011500.0,1,1,0,0,0.4019
2021-11-10,TINS.JK,1468.279541015625,1468.279541015625,1445.1205577188489,1463.6477443562696,8270900.0,1,1,0,0,0.0516
2021-11-19,TINS.JK,1505.3338623046875,1509.9656588040866,1477.5430833082933,1491.4384728064904,51602600.0,1,1,0,0,0.5423
2021-11-23,TINS.JK,1523.8609619140625,1560.9153318086294,1505.3337769667792,1519.2291656772416,78722500.0,1,1,0,0,0.9549
2021-11-25,TINS.JK,1556.2835693359375,1579.4425510224842,1547.0199766613189,1574.810754685175,64280000.0,1,1,0,0,0.6573
2021-12-30,TINS.JK,1347.852783203125,1380.2753587440936,1347.852783203125,1371.0117657323883,10009000.0,2,1,0,1,0.178
2022-01-11,TINS.JK,1222.7943115234375,1320.0620408491654,1222.7943115234375,1306.16665094549,32102200.0,1,1,0,0,0.34
2022-01-12,TINS.JK,1167.212646484375,1269.1121632409474,1148.6854616195435,1241.3213859437003,46840700.0,1,0,1,0,-0.1779
2022-01-31,TINS.JK,1278.3758544921875,1296.9030407891755,1273.7440579179404,1296.9030407891755,6653600.0,1,1,0,0,0.6124
2022-02-02,TINS.JK,1292.271240234375,1324.693816154234,1287.6394436743951,1301.5348333543348,12411300.0,1,0,1,0,-0.4588
2022-02-03,TINS.JK,1296.9029541015625,1310.798342895508,1269.1121765136718,1287.6393615722657,14467800.0,1,1,0,0,0.8658
2022-03-07,TINS.JK,1658.18310546875,1676.7102910047136,1556.2835850209497,1574.8107705569132,172897200.0,5,4,1,0,0.45202
2022-03-08,TINS.JK,1570.1790771484375,1773.9781314095917,1542.3882970219163,1713.764774468796,328418900.0,1,0,0,1,0.0
2022-03-10,TINS.JK,1528.492919921875,1551.651903557055,1459.0159690163352,1519.229326467803,61268000.0,1,0,1,0,-0.2732
2022-03-15,TINS.JK,1449.7523193359375,1509.965674452127,1440.4887262411391,1496.070284809929,38717600.0,2,1,1,0,0.20845
2022-03-16,TINS.JK,1463.647705078125,1477.543094683297,1445.1205189378957,1449.752315472953,25008600.0,1,0,0,1,0.0
2022-03-17,TINS.JK,1519.229248046875,1537.756433998666,1472.9112831673972,1477.5430796553449,63458300.0,1,0,0,1,0.0
2022-03-18,TINS.JK,1547.02001953125,1556.2836124625749,1509.9656478059503,1523.8610372029375,38744800.0,1,0,1,0,-0.1779
2022-03-24,TINS.JK,1709.1328125,1713.7646087398375,1658.1830538617887,1658.1830538617887,105615800.0,3,3,0,0,0.4848333333333333
2022-03-25,TINS.JK,1709.1328125,1727.6599974593496,1685.9738313008131,1713.7646087398375,76287100.0,2,0,2,0,-0.26725
2022-04-01,TINS.JK,1741.555419921875,1769.3461978993516,1676.7102713077625,1685.9738639669215,100367200.0,2,1,1,0,-0.04285
2022-04-08,TINS.JK,1806.400634765625,1829.55961726262,1783.24165226863,1801.7688382662257,47379500.0,2,1,1,0,0.36605
2022-04-13,TINS.JK,1787.8734130859375,1806.400598713771,1750.8190418302704,1760.0826346441872,39737500.0,1,1,0,0,0.25
2022-04-18,TINS.JK,1899.0364990234373,1917.563684379764,1773.9779978682354,1778.609794207317,108220400.0,1,1,0,0,0.2732
2022-04-26,TINS.JK,1690.605712890625,1746.1872705747005,1630.3923587328766,1732.2918811536815,96409400.0,1,1,0,0,0.4118
2022-04-28,TINS.JK,1718.396484375,1760.0826524595689,1713.764687921159,1741.555466644205,19961800.0,1,1,0,0,0.5719
2022-05-12,TINS.JK,1509.9656982421875,1611.8652238904333,1496.0703083810631,1574.8108509274348,40735600.0,1,1,0,0,0.5719
2022-05-18,TINS.JK,1547.02001953125,1579.442594790887,1509.9656478059503,1570.179001859562,51458600.0,1,1,0,0,0.5994
2022-05-20,TINS.JK,1611.865234375,1635.0242176275144,1593.3380477729884,1607.2334377244972,65157200.0,2,2,0,0,0.76505
2022-05-25,TINS.JK,1639.656005859375,1676.7103788731465,1616.497022725768,1672.0785822464247,45752200.0,4,3,1,0,0.381175
2022-06-02,TINS.JK,1848.0867919921875,1889.7729602326128,1746.1872696267037,1760.082659040179,121555300.0,2,1,1,0,0.0
2022-06-06,TINS.JK,1839.9927978515625,1859.1096061409287,1811.317585417512,1859.1096061409287,36035800.0,1,0,1,0,-0.4404
2022-06-08,TINS.JK,1873.4471435546875,1892.56395114198,1844.7719321737484,1873.4471435546875,31492300.0,1,1,0,0,0.743
2022-06-09,TINS.JK,1897.34326171875,1921.239272571631,1863.8888465247169,1883.0056552070207,56247100.0,1,0,0,1,0.0
2022-06-17,TINS.JK,1644.0455322265625,1730.0711705407432,1644.0455322265625,1701.3959577693497,35065700.0,1,0,1,0,-0.4019
2022-06-21,TINS.JK,1658.383056640625,1663.162258532961,1620.1494415019365,1624.9286433942725,24595000.0,1,1,0,0,0.128
2022-07-04,TINS.JK,1319.059814453125,1366.8518367159193,1314.2806122268455,1323.8390166794045,34270500.0,1,0,1,0,-0.81
2022-07-15,TINS.JK,1213.9173583984375,1280.826189176304,1204.3589540015994,1252.15097598579,26123400.0,1,0,0,1,0.0
2022-07-19,TINS.JK,1314.280517578125,1323.8389213423295,1256.9300949928977,1256.9300949928977,25892500.0,1,1,0,0,0.3818
2022-08-10,TINS.JK,1462.435791015625,1505.4486083984375,1457.6565890842014,1495.8902045355903,23915000.0,2,2,0,0,0.52695
2022-09-02,TINS.JK,1433.7606201171875,1467.2150345865884,1433.7606201171875,1438.5398221842447,41666900.0,1,1,0,0,0.9559
2022-09-06,TINS.JK,1462.435791015625,1471.9941948784722,1448.0981852213542,1462.435791015625,24184200.0,1,1,0,0,0.5574
2022-09-07,TINS.JK,1438.539794921875,1495.8902186396906,1433.7605929453905,1462.4358048042982,51442300.0,2,1,1,0,0.3276
2022-10-06,TINS.JK,1314.280517578125,1328.6181232244317,1309.5013156960226,1323.8389213423295,8008700.0,1,1,0,0,0.5574
2022-10-12,TINS.JK,1338.176513671875,1338.176513671875,1280.826091657366,1309.5013026646209,13367700.0,1,0,0,1,0.0
2022-10-19,TINS.JK,1242.592529296875,1256.9301354041468,1213.9173170823317,1237.8133272611178,8735500.0,1,0,1,0,-0.5423
2022-10-20,TINS.JK,1333.3973388671875,1333.3973388671875,1233.0340983072915,1242.592502170139,25796400.0,3,1,0,2,0.1646333333333333
2022-10-21,TINS.JK,1299.9429931640625,1333.397408429314,1295.1637909833123,1333.397408429314,12718500.0,1,1,0,0,0.2023
2022-11-02,TINS.JK,1295.1636962890625,1304.7220999517124,1276.0468889637627,1276.0468889637627,14034000.0,1,1,0,0,0.0772
2022-11-09,TINS.JK,1366.851806640625,1376.4102108828672,1342.9557960350198,1347.7349981561408,27443200.0,2,1,1,0,0.24125
2022-11-17,TINS.JK,1314.280517578125,1347.734930752841,1309.5013156960226,1338.1765269886364,21677600.0,1,0,0,1,0.0
2022-11-23,TINS.JK,1242.592529296875,1271.2677415114183,1237.8133272611178,1266.4885394756611,63634300.0,1,0,0,1,0.0258
2022-11-24,TINS.JK,1233.0341796875,1252.1509886749031,1233.0341796875,1242.5925841812016,19125200.0,2,1,0,1,0.28595
2022-11-28,TINS.JK,1223.4757080078125,1242.5925159454346,1218.696506023407,1237.813313961029,16953100.0,2,2,0,0,0.28125
2022-11-30,TINS.JK,1170.904541015625,1237.8133719308037,1151.7877321827168,1228.2549675143496,65017500.0,1,0,1,0,-0.3182
2022-12-05,TINS.JK,1190.0213623046875,1209.1381713376943,1185.2421600464356,1185.2421600464356,16443100.0,1,1,0,0,0.296
2022-12-07,TINS.JK,1123.1124267578125,1180.4628485497008,1113.554023125831,1161.346041285738,25237600.0,1,0,0,1,0.0258
2022-12-12,TINS.JK,1123.1124267578125,1127.8916285738032,1108.7748213098405,1113.554023125831,7385200.0,1,1,0,0,0.743
2023-01-11,TINS.JK,1113.5540771484375,1118.3332791962848,1099.2164710048953,1118.3332791962848,6202000.0,1,1,0,0,0.296
2023-01-16,TINS.JK,1175.6837158203125,1180.4629179171432,1142.2293011424988,1147.0085032393292,45344300.0,1,0,0,1,0.0
2023-01-17,TINS.JK,1237.8133544921875,1242.592556633084,1175.6837266605332,1185.2421309423262,64870300.0,1,1,0,0,0.4215
2023-01-26,TINS.JK,1218.696533203125,1228.2549373851102,1209.1381290211398,1213.9173311121324,11105300.0,1,0,1,0,-0.128
2023-01-27,TINS.JK,1252.15087890625,1276.0468880456824,1228.2548697668178,1228.2548697668178,57375800.0,1,1,0,0,0.3818
2023-03-06,TINS.JK,1132.6708984375,1161.346111056171,1127.891696334388,1151.7877068499472,7350900.0,1,1,0,0,0.1779
2023-03-21,TINS.JK,941.5028076171876,951.0612117554332,912.8275952024508,912.8275952024508,7284800.0,1,1,0,0,0.4728
2023-03-27,TINS.JK,970.1780395507812,984.5156460466056,960.6196352202315,965.3988373855065,11528500.0,1,1,0,0,0.128
2023-04-05,TINS.JK,974.9572143554688,998.85322451124,965.3988102931604,965.3988102931604,14337400.0,1,1,0,0,0.4215
2023-05-03,TINS.JK,955.8403930664062,965.3987969970702,941.50278717041,955.8403930664062,8686100.0,1,1,0,0,0.34
2023-05-25,TINS.JK,841.1395874023438,888.9316094138405,836.360385201194,888.9316094138405,24712300.0,1,0,1,0,-0.3612
2023-06-05,TINS.JK,898.489990234375,908.0483943858044,869.8147777800865,884.1523840072307,11126700.0,1,1,0,0,0.7184
